,,,,,,,,,
$285.87,Payment Received,PayPal Fee,Postage,Other Costs,,,,DVD Cost:,1
12/12/2015,$3.90,-$0.41,-$2.22,,The Forbidden Kingdom,,$0.27,,
12/12/2015,$3.75,-$0.41,-$2.22,,Mannequin 2: On the Move,,$0.12,,
12/14/2015,$60.00,-$2.04,-$3.72,-$53.24,Looney Tunes Golden Collection,,$0.00,,
12/14/2015,$4.00,-$0.42,-$2.22,,Serenity,,$0.36,,
12/14/2015,$4.00,-$0.42,-$2.22,,Serenity,,$0.36,,
12/14/2015,$5.00,-$0.45,-$2.22,,Cliffhanger,,$1.34,,
12/14/2015,$5.50,-$0.46,-$2.22,,Escape from New York,,$1.82,,
12/16/2015,$4.75,-$0.44,-$2.22,,Love Story,,$1.09,,
12/16/2015,$4.15,-$0.42,-$2.22,,The Spy Who Loved Me,,$0.51,,
12/17/2015,$4.75,-$0.44,-$2.22,,Ben-Hur,,$1.09,,
12/17/2015,$9.00,-$0.56,-$2.13,,Les Miserables: In Concert O2 25th Anniversary,,$5.31,,
12/18/2015,$4.45,-$0.43,-$2.53,,The Manchurian Candidate (1962),,$0.49,,
12/18/2015,$4.75,-$0.44,-$2.22,,The Waterboy,,$1.09,,
12/18/2015,$4.75,-$0.44,-$2.22,,The Toy,,$1.09,,
12/19/2015,$4.95,-$0.44,-$2.22,,The Hitchiker's Guide to the Galaxy,,$1.29,,
12/20/2015,,$0.00,,-$55.84,eBay Fees,,-$56.84,,
12/21/2015,,$0.00,,-$4.98,Packing tape,,-$5.98,,
12/21/2015,$60.00,-$2.04,,-$56.96,Nume Curling Wand Pink,,$0.00,,
12/21/2015,$3.75,-$0.41,-$2.22,,The Girl Next Door,,$0.12,,
12/21/2015,$3.75,-$0.41,-$2.22,,The Descent,,$0.12,,
12/23/2015,$3.90,-$0.41,-$2.22,,Rambo: The Fight Continues,,$0.27,,
12/24/2015,$6.00,-$0.47,-$2.22,,SNL: Best of Eddie Murphy,,$2.31,,
12/24/2015,$3.95,-$0.41,-$2.22,,Basic Instinct 2,,$0.32,,
12/26/2015,,$0.00,,-$22.00,Purchased DVDs,,-$23.00,,
12/27/2015,$4.50,-$0.43,-$2.22,,"Planes, Trains and Automobiles",,$0.85,,
12/27/2015,$100.00,-$3.20,-$3.22,,The Prisoner,,$92.58,,
12/27/2015,$8.88,-$0.56,-$2.13,,Rhinestone,,$5.19,,
12/27/2015,$3.75,-$0.41,-$2.22,,Unleashed,,$0.12,,
12/27/2015,$3.95,-$0.41,-$2.22,,25th Hour,,$0.32,,
12/27/2015,$5.00,-$0.45,-$2.22,,Spun,,$1.34,,
12/27/2015,$5.45,-$0.46,-$2.22,,The Next Three Days,,$1.77,,
12/29/2015,$3.95,-$0.41,-$2.22,,Equillibrium,,$0.32,,
12/29/2015,$4.95,-$0.44,-$2.22,,Another Day in Paradise,,$1.29,,
12/29/2015,$4.75,-$0.44,-$2.22,,Paranormal Activity 4,,$1.09,,
12/29/2015,$27.00,-$1.08,-$2.71,-$24.74,Kojak Season 4,,-$2.53,,
12/29/2015,$10.00,-$0.59,-$2.53,,Star Wars II: Attack of the Clones,,$5.88,,
12/29/2015,$15.00,-$0.74,-$2.53,,Star Wars I: The Phantom Menace,,$10.74,,
12/29/2015,$15.00,-$0.74,-$2.35,,Star Wars III: Revenge of the Sith,,$10.92,,
12/30/2015,$6.00,-$0.47,-$2.22,,The Jerk,,$2.31,,
12/30/2015,$7.00,-$0.50,-$2.72,,The Carol Burnett Show: Carol's Favorites,,$2.78,,
12/31/2015,$4.00,-$0.42,-$2.22,,Silent Hill,,$0.36,,
12/31/2015,$5.00,-$0.45,-$2.13,,Turner and Hooch,,$1.43,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
,,$0.00,,,,,-$1.00,,
